param,seed,f1,accuracy,ari,v_measure
36,32,0.6844084,0.6243206138453726,0.6140624931541855,0.7715508993565773
22,32,0.6655326,0.7939555789592463,0.8279504974859688,0.8136503445840098
23,32,0.6756242,0.8015534199687812,0.8515412355418507,0.8166469055311152
37,32,0.584206,0.649483760555169,0.5793644212425123,0.7772497453902744
21,32,0.6615207,0.6575893780678164,0.663713911987627,0.775793509531586
35,32,0.6909513,0.7762962405732232,0.7926357854179488,0.8125224654691953
34,32,0.6865241,0.7545934966994527,0.741857601809861,0.8078939423389742
20,32,0.6621353,0.831173715983676,0.8837992142774412,0.8352576489571588
100,32,0.6939814,0.7548191751452805,0.7608390038406992,0.7949036351421279
47,32,0.6978179,0.8316250728753315,0.8848100011635179,0.8404631492742307
53,32,0.6630617,0.6635510503451,0.6760033070485607,0.7740325439138378
84,32,0.683584,0.822861226562353,0.866814040521513,0.8376166450699647
90,32,0.6727582,0.7391533296974028,0.7539481803918043,0.789899735822994
91,32,0.6941838,0.8003498015910331,0.8178016249278479,0.818270868012816
85,32,0.675771,0.8696330844601583,0.8790521109182619,0.8493469296581256
52,32,0.6535749,0.8610196904443985,0.8778164504081235,0.8472521263199745
46,32,0.6636321,0.7806217441182555,0.8449331162445571,0.8125457283189264
78,32,0.6429404,0.8594399413236041,0.8560734993002445,0.8435546727582496
50,32,0.6976642,0.8485697628495665,0.8910809332419078,0.8451140170453053
44,32,0.6718473,0.8535158821206251,0.8960437533679757,0.8565442308574786
93,32,0.6692684,0.861170142741617,0.8591787337994119,0.8439516358009359
87,32,0.6380113,0.851296710736652,0.8610359322771483,0.843563660985161
8,32,0.6651667,0.7477103041017058,0.7560929222357383,0.80092354884945
9,32,0.6565625,0.5757245218437929,0.5770560717794887,0.7526442572833091
86,32,0.6936809,0.82291764617381,0.8699320042405448,0.8331109456377702
92,32,0.6966075,0.8224850958193068,0.8644548845957652,0.8325653774678945
45,32,0.7010315,0.8590638105805578,0.8964184929414919,0.8484528921712925
51,32,0.687447,0.7920749252440148,0.8162950201074416,0.8161160670062819
79,32,0.6368371,0.6391965847328531,0.6491836868556425,0.7608135494934086
55,32,0.6767997,0.832678238955861,0.8795926889745427,0.8415684418576483
41,32,0.6739652,0.724559456867207,0.7730076705399721,0.7915744413862322
69,32,0.6905326,0.8401444342053298,0.87000244966818,0.8399101606221724
96,32,0.66451,0.768322268820642,0.7917692340072948,0.8087999875726248
82,32,0.6807935,0.839918755759502,0.8866199126754727,0.8417819701221069
83,32,0.626866,0.7228480619863464,0.7451534924677001,0.7889605916449688
97,32,0.6878607,0.8164670039305663,0.8618229372892039,0.8233638011633942
68,32,0.6628779,0.661877268538544,0.6732935613025415,0.7742958157581925
40,32,0.628247,0.5478720403212156,0.5761572997190287,0.7410199567527295
54,32,0.6822988,0.7596148421191206,0.8006978816223141,0.809080752288706
42,32,0.6271189,0.6711300848174826,0.5833873921715458,0.782430457091844
56,32,0.6988905,0.7847779888289169,0.8098881400425467,0.8138063639999389
81,32,0.6619515,0.8573712222368496,0.8729992749017601,0.8482483010450005
95,32,0.6761005,0.852970492543208,0.8646233773805827,0.8401482813516986
94,32,0.6730379,0.7468828164670039,0.7553894734010546,0.8001825919499963
80,32,0.6303152,0.7727418050514359,0.8121963916836897,0.80005630745134
57,32,0.6757771,0.7508698023432945,0.785474816381218,0.8049665744994358
43,32,0.6592173,0.8560923777104922,0.8814126689829834,0.8513052453669884
