param,accuracy,ari,f1,v_measure
48,0.8568686170621208,0.8351016297047102,0.625826912673411,0.8629866891190943
49,0.445049143822468,0.1674016958829772,0.110903577927826,0.3243108895717087
50,0.567793519158412,0.5768474142917757,0.602718367064271,0.7609891274969939
51,0.2545976349535437,0.0014570064756199606,0.0337923160613234,0.00231906313999473
52,0.6813042309759656,0.6349614288227433,0.695974400337873,0.7761746973781359
53,0.6029332719035553,0.36529891049763136,0.23850482954872,0.5515176087707268
54,0.8416839437917529,0.7093279860958872,0.50746068162215,0.7871392429114412
55,0.9035072563925364,0.912637684510518,0.64795172400889,0.8994330785016478
56,0.2643592106273516,0.008394089490445044,0.0366906093854659,0.012813116618063431
57,0.8932369653689626,0.8710101559015561,0.447772338910904,0.858001490161438
58,0.257505951009752,0.0062182126441669965,0.0358270588623204,0.01021203549828937
59,0.4500115180833909,0.2118431252171186,0.17387986333050304,0.4241233858529159
60,0.39111571834446746,0.07549774303930787,0.0992201450155372,0.2004114106726419
61,0.4220417722490977,0.12357682298800965,0.103966907582502,0.2584300402928161
62,0.5822871074253244,0.3663510304487525,0.260647109170369,0.5519604529845509
63,0.6056496199032481,0.3580590236812405,0.24250583265074,0.5240376741829608
64,0.5141864393764878,0.48523439322770096,0.621725991465266,0.7277062989453736
65,0.2710588957997389,0.009371233202466009,0.0408588404540577,0.017083416130477744
66,0.2696671273900023,0.013134271237481754,0.0909818515859254,0.05077167623249578
67,0.8471934270137449,0.8396027502927051,0.7466901450979909,0.8637412157473913
68,0.2904764647162712,0.02371087648673476,0.0503041506091071,0.030937104284198363
69,0.4538988712278277,0.1675116372795811,0.166159932345785,0.33236747528627986
70,0.2545784381478922,0.001007405985000908,0.0347957921652006,0.0019122266834842691
71,0.6846540735621592,0.6926529697016353,0.7270117088023549,0.7980820978957386
72,0.7940278737618061,0.7702301859680523,0.450923524220193,0.8014229245958912
73,0.5669872533210474,0.4962013925587458,0.459016251298744,0.6926983069489737
74,0.4543979881747677,0.33958855015245154,0.0940835621267514,0.4542609998978962
75,0.2589745066420948,0.0048153431934960566,0.0363474139200266,0.008278698325947752
76,0.2675938723796361,0.011085354036806787,0.0388644003348365,0.017987252793221737
77,0.7196978422790448,0.6579213614797107,0.6280581568769351,0.813348571211187
78,0.2713948398986409,0.0076943176175783105,0.0407053722922856,0.01904892326270222
79,0.8812485602395761,0.8736747442641947,0.7215968201364741,0.8789928569226583
80,0.27484066651309225,0.017561310400797742,0.0441678201823179,0.02295203198140893
81,0.6294248637026799,0.5653634833968486,0.6876831891189841,0.77182492333094
82,0.2887583506104584,0.02426701168999005,0.0491627061625883,0.03567430218427625
83,0.2789967749366505,0.015563807724082024,0.0446740792971816,0.024230200419434102
84,0.436122629194502,0.1402544957104186,0.11023839993467903,0.269446886593081
85,0.4490996698149428,0.19658756297310526,0.3768383169409029,0.4089371715872969
86,0.4695730630423098,0.20668752584763095,0.1667956948831,0.39367874369970496
87,0.26981110343238884,0.014060105337357328,0.0992017030802319,0.053393184062494194
88,0.8412040236504645,0.8231602806293439,0.695801524030654,0.852831190758932
89,0.2732569300468402,0.016317006815871532,0.0415747767436078,0.02723440166913333
90,0.8429317361591031,0.7957017055836277,0.446338806014305,0.8182925317923503
91,0.2601263149811872,0.0031680309593049823,0.0378453618742965,0.009341471614373046
92,0.2720091376794901,0.016019749114807608,0.09603814900688902,0.058663933102612476
93,0.7048683099132305,0.638658234388293,0.3061708215198129,0.7526062330396683
94,0.2773362512477924,0.0070054051135234295,0.0437863545889582,0.0263857371378352
95,0.4488885049527759,0.16370179525090528,0.235718173757606,0.35491093840256144
96,0.8507640328649313,0.8028169333349785,0.7257287302953871,0.8301661697460541
97,0.6117350072947861,0.5830560953084649,0.652280271553234,0.7746238987616983
98,0.2568436612147739,0.003651649568237912,0.0369644615055439,0.008129158612609301
99,0.6420083698072641,0.6408114077447413,0.625091154217308,0.7820112609931931
