param,accuracy,ari,f1,v_measure
78,0.4198074547078181,0.2533417376605712,0.365714890876823,0.5676485025766247
79,0.21248486182979195,0.0307299523143368,0.101291224446128,0.08636218747982606
80,0.25555677884203704,0.07067176565932325,0.133086664343884,0.22121751743618895
81,0.18995192484127854,0.017744265612972217,0.0750405256892042,0.04955799548307138
82,0.5197254945135601,0.3735578497730251,0.458034642142537,0.6819528372757061
83,0.4620108383182258,0.3160406351130769,0.30644771176151303,0.5799460954741321
84,0.4357835761556999,0.2974875683742855,0.25057996685326,0.5036807970745844
85,0.2658568510159394,0.06840459145407032,0.11082131942823,0.2260851481527459
86,0.19616622016710092,0.018348003367572405,0.0265048708925587,0.050134344317914366
87,0.1851933404283949,0.013678845147342735,0.0210973479617132,0.03877536588597071
88,0.5080431086156066,0.4408914765493846,0.389793686321018,0.6578710869909176
89,0.37701689358630897,0.2505170174272471,0.262850645811251,0.5585863328553683
90,0.4036356074229024,0.390683869941435,0.420946842097214,0.7192897625612472
91,0.4062289747635999,0.4049698305079944,0.4062793436468321,0.7119229598343889
92,0.1860251752357885,0.015747564298736288,0.0406004668025392,0.05591768034762326
93,0.35853303485143184,0.3273712425717364,0.379967798967303,0.7000451075388509
94,0.5152849645858564,0.4010598466236444,0.377765070486099,0.6508063113309459
95,0.4921281514917978,0.42692255379841104,0.174219583701335,0.5755743364648844
96,0.30875750792078005,0.2561152307491373,0.323712364141914,0.6659462451492834
97,0.1943435233097239,0.02282533868159586,0.0256691825114442,0.05454234247056936
98,0.3109471907225953,0.1320898408305497,0.271038085464548,0.4019688724297773
99,0.4870637454585489,0.4872239513245864,0.436028665418901,0.7262581361324799
