param,f1,accuracy,ari,v_measure,k
30,0.6797969,0.5609210627351608,0.5135929744691146,0.8033409404820381,18
31,0.588056,0.6710435383552177,0.6594480998498113,0.8423185765509428,68
32,0.6106436,0.7615852722107042,0.7492194827396595,0.8671337418960585,169
33,0.6087317,0.7516989173001613,0.7420000569020336,0.8650866298118116,156
34,0.607337,0.7483202795054903,0.7470666043055492,0.8681388263039951,201
35,0.5931277,0.4155724487445289,0.3551263207168443,0.750057762909671,10
36,0.6062415,0.7482242954772326,0.7452797159127322,0.8698287887151455,208
37,0.5711933,0.6056016278891192,0.5928978890120461,0.8217274242672092,35
38,0.6083145,0.7578514935114797,0.7479224536177632,0.8654373302758736,193
39,0.5896785,0.6872648391307686,0.6699292062356563,0.8446881170188761,78
40,0.6082658,0.7541081164094294,0.7416502999291145,0.8624296364177769,102
41,0.6487274,0.4925420410043769,0.4370708357999952,0.7838261101486997,14
42,0.6095355,0.7591952699070874,0.7486684037593386,0.8663681864760786,174
43,0.5649834,0.5922982415726024,0.5796357950115872,0.8192598134262438,33
44,0.5630782,0.5877581970360132,0.5886749177261028,0.824053975393642,36
45,0.6095887,0.7673155186976887,0.7476983683173346,0.8645290593437455,84
46,0.609918,0.7576691238577901,0.757830193203487,0.8711704781497835,247
47,0.6069369,0.7513821700069109,0.7401631380725258,0.8637199287638176,154
48,0.5909757,0.6853451585656147,0.6685821535034226,0.8489338411233693,73
49,0.6058114,0.747168471166398,0.7445861104456641,0.8652861098814337,184
50,0.6127487,0.7641864393764878,0.7492839477535185,0.8668500726431873,175
51,0.6100402,0.7595120172003379,0.7598701787017614,0.8726770889409484,205
52,0.5559842,0.5847538969515472,0.5731725906830689,0.8169321039631238,41
53,0.592485,0.6861898180142825,0.6808824025021456,0.8541725290508398,159
54,0.6128758,0.7645031866697382,0.7529436119899978,0.8689805858251173,219
55,0.6102886,0.7575539430238808,0.7511811073715428,0.8693287962827878,214
56,0.6100432,0.7590320970590494,0.749600235479738,0.8685871434871325,163
57,0.6058396,0.7388370575136297,0.7368751589369755,0.8656431231516056,244
58,0.6086601,0.7555094832219919,0.7508769494555244,0.8704644672906942,107
59,0.6041312,0.7477731705444214,0.7478605527663305,0.8667738231114774,238
60,0.6073471,0.7547800046072334,0.7455235393464531,0.8658571225513914,190
61,0.6131069,0.7686209014819934,0.7621741647944633,0.8734310567272713,196
63,0.6087988,0.7563061506565307,0.7473270602534055,0.8676468488822846,167
64,0.5850169,0.6749692851109576,0.6463557525180136,0.8347585319310038,53
65,0.5890976,0.6754396068494203,0.6648968624363587,0.8442579997704756,131
66,0.5874736,0.6749596867081318,0.6634781103252292,0.8452870048548828,70
67,0.6094058,0.7565173155186977,0.7490259156641023,0.8662039088012478,235
68,0.5834586,0.6691814482070183,0.6511425699904204,0.8373980327853893,57
69,0.5872863,0.6768409736619826,0.6678839605706065,0.845437720766606,112
70,0.6111471,0.7596175996314213,0.7480197661973047,0.866252857435747,138
71,0.6103138,0.7557494432926362,0.7487623104910324,0.8699908194401946,222
72,0.6045407,0.739326576057744,0.7349004229100707,0.8626337058889726,181
73,0.6086094,0.7541369116179067,0.7477537863580052,0.8685758984027864,145
74,0.5887167,0.6714466712739,0.6636079861923214,0.8456665698344846,90
75,0.5829839,0.6615507179605313,0.6560895273308069,0.846713568422543,97
76,0.6109404,0.7643976042386547,0.7581347535833625,0.8724753567596765,210
77,0.5828924,0.6630576672041772,0.6571802382732166,0.8409787371614382,92
78,0.6076506,0.751209398756047,0.7490230334730675,0.8678656619354689,143
79,0.5903135,0.6854027489825693,0.6648556753449064,0.8411550974952146,65
80,0.6091287,0.7538585579359595,0.7483547430425986,0.8666340587191652,217
81,0.60929,0.7532538585579359,0.7519502650720759,0.869738445062247,243
82,0.6775311,0.5553539890962144,0.5167636556092766,0.8068166628164295,22
83,0.5928035,0.6940221147201106,0.6698820819456403,0.8454930287718849,62
84,0.6103182,0.7611629424863703,0.748184068546536,0.8659361519590418,213
85,0.5956379,0.6962777393841665,0.6871535015625064,0.8559184047272291,130
86,0.605935,0.7461030484527374,0.7361361870280079,0.8617344844162306,116
87,0.5889486,0.6816017814635644,0.669042576638704,0.8509541621461066,118
89,0.6775213,0.5789372648391308,0.5567803145505595,0.8135601780053109,28
90,0.6047476,0.7427148122552407,0.7430145377558359,0.8674226721302374,140
91,0.6837255,0.5839092375028795,0.5593289487273302,0.8161194930881835,24
92,0.6103958,0.756795669200645,0.7507110037861177,0.8725344042481993,250
93,0.5826265,0.6723297243338708,0.6578174806665664,0.8415080945046414,44
94,0.5864474,0.667319358058819,0.6548747465871922,0.8419148128494207,89
95,0.6094283,0.7588497274053597,0.7451598107430187,0.8638532988563522,135
96,0.6103963,0.7548567918298396,0.7484984703824032,0.8680065664569901,180
97,0.6031464,0.7391634032097059,0.7292761409436807,0.8616974972995226,110
