param,f1,accuracy,ari,v_measure
65,0.559976689421293,0.8389972354390386,0.8802221560832028,0.8234140973597555
66,0.5834626023348061,0.7995223139563312,0.7366149627644376,0.7815038737898576
67,0.289860155463312,0.5657382506159141,0.35016790350469534,0.5288328616370759
68,0.0691654072707245,0.42997385891335826,0.18840281735818323,0.30999175271829055
69,0.462798189946867,0.6372030917947078,0.5380786379340808,0.6950584783723976
70,0.227966730262031,0.5872905421924661,0.5349004600833617,0.6332293938191479
71,0.10848709561696698,0.43948996671242924,0.1875965664839765,0.33577011793222916
72,0.508342907094502,0.6281571474244447,0.5816849079536214,0.7266841704285446
73,0.0692906816784123,0.42461399582494874,0.16921438697489874,0.297994677822233
74,0.331219376207062,0.4829330675342749,0.36380812920155675,0.5444883480833485
75,0.0321473716612253,0.272450303725575,0.024858014972004943,0.048477132127056004
76,0.28959045057149396,0.5471573919094277,0.39089321562842555,0.5855368446551322
77,0.029913450244261,0.26983619506140333,0.025401437793065005,0.05027711956920953
78,0.107384728472129,0.4368946645854099,0.18106700318832553,0.3290362548561079
79,0.427870604430369,0.6272356271039814,0.5577435074384013,0.7165044122523949
80,0.49595976384222606,0.621104695992327,0.53351085946485,0.6944272514010491
81,0.0672028615553125,0.4235044101329622,0.16803881345833796,0.29309042014278025
82,0.0256826169305188,0.26507814116186784,0.02691745064662788,0.04095036103602978
83,0.257483790659082,0.43461907358997987,0.1897997627273958,0.4416221408146023
84,0.0697865421095316,0.4320801910744175,0.18881199966697407,0.30792390542272596
85,0.38841559117461505,0.604404491001072,0.5060181681160332,0.670319965333142
86,0.544584212257577,0.6793861546273484,0.6071340322770786,0.7525854405416185
87,0.33226743378665397,0.6074699565568992,0.4537036293878323,0.6193182558482693
88,0.5830054769444301,0.7969834314407688,0.7275746162378988,0.7806148377787039
89,0.10818988380422,0.44080642431309125,0.1887029967481063,0.33792162001274995
90,0.0691008289046817,0.4296165347074643,0.17662501155686683,0.30377459596983314
91,0.0808350393314411,0.42685197374607414,0.17920448559103616,0.3059737877692592
92,0.566779388911195,0.8323209147499671,0.7826458916902983,0.7919730458650106
93,0.0266093537269699,0.2659056287965697,0.022653564751511545,0.038185243015572405
94,0.46965578968025495,0.6275365316984184,0.5431804590270303,0.7110115687549888
95,0.0271367808634789,0.26714686024862244,0.029488203724803527,0.04771875475495513
96,0.595435669920958,0.8475918229176461,0.7788758659576136,0.7957728123010019
97,0.590959346254756,0.801120869614278,0.8230682743563719,0.8106976467765068
98,0.0317499962686973,0.2769638726421304,0.04622044652325549,0.07345901602906738
99,0.0301346391585158,0.2731461456002106,0.038677894048151,0.05849717673162916
