param,accuracy,ari,f1,v_measure
69,0.2296602162578297,0.013148219919527544,0.0239305491290457,0.02977709355753912
70,0.4173752784873616,0.1716731572160086,0.33850526258587704,0.4539416778024084
71,0.23605424719957385,0.025775536358781968,0.0372347679879272,0.05143590336056432
72,0.2270998821896397,0.01271478265219004,0.0272617868932353,0.02857793164502812
73,0.2374870233637774,0.02529876568719109,0.032417980171523,0.04970636081702928
74,0.7752446606245116,0.7466118017468379,0.609050789727036,0.7879804725660156
75,0.2478138985120124,0.02105688165836186,0.0675723103585552,0.08750050228649353
76,0.2283188111651561,0.01033644686243041,0.0345860570640316,0.027434637522575373
77,0.2716131465475343,0.05565731960213485,0.120201648277865,0.21113379573508012
78,0.2376775417682441,0.03711482744554077,0.0299353309455478,0.06300537663428014
79,0.8007896793458609,0.7848222391582242,0.584794814259771,0.7955216017847243
80,0.5635534404124529,0.4139333150858662,0.341860115867885,0.6162377878005509
81,0.2489181276317785,0.0402927930078856,0.0675062239058673,0.14565209808471855
82,0.24925250687227105,0.023347170312875903,0.0857086528354299,0.094619183461632
83,0.6476439872002737,0.5374763388220947,0.597030955449625,0.7259630476767801
84,0.5270011236697733,0.4265317641633613,0.259673128233234,0.5953839583943015
85,0.7678124987849592,0.742416738126542,0.581818961722839,0.7839411489023258
86,0.5923022788334052,0.48973856700957896,0.322026899256658,0.6499284595349387
87,0.41467885984455255,0.17002969848593968,0.351333497225765,0.4589713775869986
88,0.7318997795429891,0.7702816769458292,0.633738907316853,0.7874041670209098
89,0.44308165463290217,0.20205240323397247,0.12346989048985,0.3693980455564244
90,0.8137702036991675,0.8155493900672545,0.6350375485425389,0.8200468674448564
91,0.8103778096604496,0.8284843121810421,0.597136332058669,0.802425107783891
92,0.746386954543864,0.7326482975266962,0.601128395750702,0.7904747575834499
93,0.3060017185537709,0.07014658706206366,0.13461672674442698,0.20744929773348011
94,0.2409552359512117,0.034833269468217874,0.0312635259474861,0.06231094779274397
95,0.4795523206308103,0.36323759996750493,0.319627147839537,0.550383354352077
96,0.7703786650492043,0.7099348822827971,0.536276344463745,0.7643361375907316
97,0.22439568728542375,0.005390691017818279,0.0243827334359108,0.01396502548228359
98,0.24799469658972054,0.021396435526559992,0.06834496740624299,0.08783928403699011
99,0.25448981892975314,0.04490466298744099,0.0957494625314524,0.158506124101538
