param,seed,f1,accuracy,ari,v_measure
18,32,0.4887672,0.7332603854718575,0.6851806356089992,0.8378422004837888
24,32,0.5581108,0.7228461184058973,0.6600801246510802,0.825016436742982
30,32,0.4832749,0.7303040774015204,0.6828317366265191,0.8338947042458296
31,32,0.7658523,0.8656991476618291,0.8666880764061766,0.8677067952833498
25,32,0.4740893,0.7433099132304385,0.69232687531092,0.8389163856661123
19,32,0.7196141,0.7754261690854641,0.7885840591392934,0.8204548210105628
33,32,0.7699672,0.8506392536281963,0.8445751293761646,0.8610778487828064
27,32,0.7663736,0.8753551409045535,0.8688799517637523,0.8673463356692563
26,32,0.7144938,0.9159755816632112,0.9159041295177874,0.9007958518389967
32,32,0.5373821,0.7303424710128235,0.6813552390431948,0.8325546661029554
36,32,0.4646365,0.7184884435229978,0.6704818639580588,0.8275554227489084
22,32,0.5465716,0.7206672809644475,0.6603066680234793,0.8246863194612737
23,32,0.773102,0.8828706903171313,0.8846881811684653,0.8750674234304378
37,32,0.587634,0.6907298625508715,0.6273803199029677,0.7942115597948424
21,32,0.7621811,0.9292213775627736,0.9368822048661912,0.9078027373753149
35,32,0.7669159,0.8820932196882438,0.877747383741241,0.8736507366018369
34,32,0.4284091,0.7291810642709053,0.6813808792254595,0.8332091230987446
20,32,0.7260295,0.9055901098057283,0.9111108034896315,0.8941790355693847
100,32,0.4683658,0.7087556630576672,0.65896264544769,0.8267779145794066
47,32,0.4718485,0.715436151424403,0.6665700136902535,0.837144607206512
53,32,0.7063941,0.9071066574522,0.9089935603491021,0.8935530364029529
84,32,0.6009371,0.7034861399063196,0.638478958496606,0.8095617329532958
90,32,0.4342476,0.7247274053597481,0.6773810069161712,0.8316127451675598
91,32,0.6919628,0.8830722567764724,0.8886150238369472,0.8783502244308741
85,32,0.477717,0.7218094909007141,0.6720899908264215,0.8333947393728567
52,32,0.4795106,0.7175573984488981,0.6680552829491722,0.8291590937009135
46,32,0.773102,0.8828706903171313,0.8846881811684653,0.8750674234304378
78,32,0.4653914,0.723479612992398,0.6761901255036864,0.8326450524378678
50,32,0.4718485,0.715436151424403,0.6665700136902535,0.837144607206512
44,32,0.4965546,0.7365526376410966,0.6882271856369507,0.8406721665707763
93,32,0.4654398,0.7224717806956923,0.6750202379683028,0.829895448576132
87,32,0.4921449,0.7366294248637026,0.6850115911824866,0.8381274695678823
8,32,0.7819036,0.8852318974122706,0.8865678163417222,0.8815156113161517
9,32,0.5513771,0.7290562850341703,0.6764869633189278,0.8296559692341235
86,32,0.7732378,0.8540466866313445,0.8491081043914461,0.8520105924602999
92,32,0.5771273,0.7330108269983875,0.6791319071005133,0.83249171434129
45,32,0.6070435,0.7018544114259387,0.634021366994194,0.8084674351796493
51,32,0.7537756,0.8834369960838516,0.87510867936111,0.8749029282721223
79,32,0.701577,0.8732434922828841,0.8880348130028716,0.8748238904390384
55,32,0.4738706,0.7138140213468479,0.6639943837598734,0.8304200060394074
41,32,0.4738227,0.7132861091914305,0.6640544832762332,0.830080814361239
69,32,0.6901015,0.881882054826077,0.8869814903870158,0.8723991051277532
96,32,0.5540726,0.725524072794287,0.6661358484744099,0.8339181395809608
82,32,0.5437103,0.7271653996774937,0.6701557248867412,0.8285218948237421
83,32,0.6041298,0.7119039391845197,0.640568185518045,0.8135778550091131
97,32,0.4772749,0.7348537203409353,0.6878675590733278,0.8467885430784641
68,32,0.5548265,0.7363798663902327,0.6785901201069746,0.8382479715134926
40,32,0.7187488,0.9057916762650695,0.911139866622707,0.8946844514409382
54,32,0.4137358,0.7182484834523535,0.6715825178020969,0.8373132589415817
42,32,0.5397947,0.7044459801888966,0.6551165310842451,0.8173251548683624
56,32,0.6892467,0.8775915687629579,0.8835030135693629,0.87709963477241
81,32,0.7747828,0.8619365737541274,0.8604019025284182,0.8584613839001618
95,32,0.5492493,0.7284803808646241,0.6716906262306688,0.8317011873541706
94,32,0.5664905,0.7251881286953851,0.6682161948164457,0.8256116421892369
80,32,0.5996453,0.7059337326268909,0.6438966504245854,0.8128930001646466
57,32,0.5569018,0.7371381402134685,0.6793056233300583,0.839922066074998
43,32,0.7362885,0.8792904860631191,0.8779445041189164,0.8744271745178847
